row,status,provenance,verification_outcome,problem,config_id,run_id,schema,certificate_path,certificate_source,certificate_exists,certificate_hash,stored_certificate_hash,computed_certificate_hash,hash_ok,metric_score,metric_certificate_score,certificate_score,score_difference,score_agreement,exact_verify_run,exact_verify_ok,prior_exact_verify_ok,prior_audit_match,prior_audit_row,verification_method,source_run_group,error
10,passed,retained_24h_20260709,passed_prior_exact_audit_match,guillotine,guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction,guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/certificates/best_iter001105_53f6d314a262.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=16,True,53f6d314a2624cdd3647cfaacec76ac9e015983f2f3103550d607f219ce18808,53f6d314a2624cdd3647cfaacec76ac9e015983f2f3103550d607f219ce18808,,True,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,True,False,,True,True,16,matched_passed_old_audit_entry,old_81_matrix,
11,passed,retained_24h_20260709,passed_prior_exact_audit_match,guillotine,guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability,guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/certificates/best_iter001195_1c061f6596c3.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=17,True,1c061f6596c3520a669c4fd699511e9ca8bd1b27f2f42afd365a548c4a674a65,1c061f6596c3520a669c4fd699511e9ca8bd1b27f2f42afd365a548c4a674a65,,True,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.0,True,False,,True,True,17,matched_passed_old_audit_entry,old_81_matrix,
12,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure,misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter000180_1f11d6277373.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=39,True,1f11d6277373b79a88c2141fa5941c66efcfe31010f39dc8467179cadb2d5d62,1f11d6277373b79a88c2141fa5941c66efcfe31010f39dc8467179cadb2d5d62,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,39,matched_passed_old_audit_entry,old_81_matrix,
13,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy,misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000455_f165e177826f.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=40,True,f165e177826f7443686a02ef1e03c94adde765a08323331019b83d7c346f20ab,f165e177826f7443686a02ef1e03c94adde765a08323331019b83d7c346f20ab,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,40,matched_passed_old_audit_entry,old_81_matrix,
14,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure,misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter002580_73ed607be397.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=41,True,73ed607be397c24b9f8dbc6485bd05023714078a8e0b812908694bd74ea83ea3,73ed607be397c24b9f8dbc6485bd05023714078a8e0b812908694bd74ea83ea3,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,41,matched_passed_old_audit_entry,old_81_matrix,
15,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure,misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter001195_cd0a25d78d0a.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=42,True,cd0a25d78d0a35061406623fc1ed1c62f433583d480301077c6de9ce99bff98c,cd0a25d78d0a35061406623fc1ed1c62f433583d480301077c6de9ce99bff98c,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,42,matched_passed_old_audit_entry,old_81_matrix,
16,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy,misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter003490_96efc691b0cd.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=43,True,96efc691b0cdfe69fe6d4d8893b3a00addc6e8b3d07ffa90047d5430140dcba1,96efc691b0cdfe69fe6d4d8893b3a00addc6e8b3d07ffa90047d5430140dcba1,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,43,matched_passed_old_audit_entry,old_81_matrix,
17,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000790_a5c7fc011ab5.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=44,True,a5c7fc011ab5b7effde8108f45877239375d5dab1040e028809cbf91f567808c,a5c7fc011ab5b7effde8108f45877239375d5dab1040e028809cbf91f567808c,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,44,matched_passed_old_audit_entry,old_81_matrix,
18,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure,misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter011165_85fa3b539739.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=48,True,85fa3b53973925ceba748d302a586a8020f6b39886eac312dfe6a2fb7f1622fd,85fa3b53973925ceba748d302a586a8020f6b39886eac312dfe6a2fb7f1622fd,,True,1.4,1.4,1.4,0.0,True,False,,True,True,48,matched_passed_old_audit_entry,old_81_matrix,
19,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy,misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000120_be6219966e47.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=49,True,be6219966e477dac5e9b0c977f0a727c9f0cad2ea1e8fce795e97b252d4544a3,be6219966e477dac5e9b0c977f0a727c9f0cad2ea1e8fce795e97b252d4544a3,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,49,matched_passed_old_audit_entry,old_81_matrix,
20,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure,misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000365_810c33274db2.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=50,True,810c33274db2a730040a5b32b326ba231a5acdac957584f6089b04486c0c33aa,810c33274db2a730040a5b32b326ba231a5acdac957584f6089b04486c0c33aa,,True,1.375,1.375,1.375,0.0,True,False,,True,True,50,matched_passed_old_audit_entry,old_81_matrix,
21,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure,misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter004345_c49fd89391eb.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=51,True,c49fd89391eb8f2ffcd4bf0b642cc06950b90c6321623689906117ed255eb8e4,c49fd89391eb8f2ffcd4bf0b642cc06950b90c6321623689906117ed255eb8e4,,True,1.5,1.5,1.5,0.0,True,False,,True,True,51,matched_passed_old_audit_entry,old_81_matrix,
22,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy,misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter000160_136daf798f8a.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=52,True,136daf798f8a7f59c9d2c0351a5b8bd292d414de8c0e9d60de182908980dde73,136daf798f8a7f59c9d2c0351a5b8bd292d414de8c0e9d60de182908980dde73,,True,1.125,1.125,1.125,0.0,True,False,,True,True,52,matched_passed_old_audit_entry,old_81_matrix,
23,passed,retained_24h_20260709,passed_prior_exact_audit_match,misr,misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure,misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000540_1517e6a389b6.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=53,True,1517e6a389b653a5083b033b8c91512c8fa783b2401b80850a92803641d2975a,1517e6a389b653a5083b033b8c91512c8fa783b2401b80850a92803641d2975a,,True,1.375,1.375,1.375,0.0,True,False,,True,True,53,matched_passed_old_audit_entry,old_81_matrix,
24,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/line_square_incidence/coord_mutation/exact_stab_gap_pressure,unit_square/line_square_incidence/coord_mutation/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/exact_stab_gap_pressure/certificates/best_iter009255_7d848befe7ef.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=54,True,7d848befe7ef9b89a2df41e94c71898c5e7dfe1f49967030cc92f80fb3f11caa,7d848befe7ef9b89a2df41e94c71898c5e7dfe1f49967030cc92f80fb3f11caa,,True,1.5000000000000004,1.5000000000000004,1.5000000000000004,0.0,True,False,,True,True,54,matched_passed_old_audit_entry,old_81_matrix,
25,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset,unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter010710_9b5c298e9e89.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=55,True,9b5c298e9e89b787ead4b4015497193925cda2f7763aa220752f160a1ea106b5,9b5c298e9e89b787ead4b4015497193925cda2f7763aa220752f160a1ea106b5,,True,1.25,1.25,1.25,0.0,True,False,,True,True,55,matched_passed_old_audit_entry,old_81_matrix,
26,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/line_square_incidence/coord_mutation/incidence_statistics,unit_square/line_square_incidence/coord_mutation/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/incidence_statistics/certificates/best_iter002040_ceabf1422ce3.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=56,True,ceabf1422ce3fa343e75da319f175519b429eb613d85b1d6b551351253818b9a,ceabf1422ce3fa343e75da319f175519b429eb613d85b1d6b551351253818b9a,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,56,matched_passed_old_audit_entry,old_81_matrix,
27,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/line_square_incidence/sqstab_local_hillclimb/exact_stab_gap_pressure,unit_square/line_square_incidence/sqstab_local_hillclimb/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/exact_stab_gap_pressure/certificates/best_iter007030_98012977bc67.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=60,True,98012977bc6798bc68414b7bbba42c7ba79765ceb05681ed32716f4aeacfc726,98012977bc6798bc68414b7bbba42c7ba79765ceb05681ed32716f4aeacfc726,,True,1.5000000000000004,1.5000000000000004,1.5000000000000004,0.0,True,False,,True,True,60,matched_passed_old_audit_entry,old_81_matrix,
28,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/line_square_incidence/sqstab_local_hillclimb/greedy_partial_lp_bitset,unit_square/line_square_incidence/sqstab_local_hillclimb/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/greedy_partial_lp_bitset/certificates/best_iter004910_043f2e9afe16.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=61,True,043f2e9afe16d0ac733d576f2c3d1feec777f5ad7db8b0dae7956f7996d98733,043f2e9afe16d0ac733d576f2c3d1feec777f5ad7db8b0dae7956f7996d98733,,True,1.3636363636363635,1.3636363636363635,1.3636363636363635,0.0,True,False,,True,True,61,matched_passed_old_audit_entry,old_81_matrix,
29,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/line_square_incidence/sqstab_local_hillclimb/incidence_statistics,unit_square/line_square_incidence/sqstab_local_hillclimb/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/incidence_statistics/certificates/best_iter006495_87e4d2ef5141.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=62,True,87e4d2ef5141fe388ee3235a8f998214bdf88792840775bda745f5ba807a8553,87e4d2ef5141fe388ee3235a8f998214bdf88792840775bda745f5ba807a8553,,True,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,True,False,,True,True,62,matched_passed_old_audit_entry,old_81_matrix,
30,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/sqstab_exact_grid/coord_mutation/exact_stab_gap_pressure,unit_square/sqstab_exact_grid/coord_mutation/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/exact_stab_gap_pressure/certificates/best_iter000835_438875734d17.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=63,True,438875734d17e6ba2a5fd3a67ca07d42dd836baa1ff0cf277f27a4d64347dc76,438875734d17e6ba2a5fd3a67ca07d42dd836baa1ff0cf277f27a4d64347dc76,,True,1.5000000000000004,1.5000000000000004,1.5000000000000004,0.0,True,False,,True,True,63,matched_passed_old_audit_entry,old_81_matrix,
31,passed,retained_24h_20260709,passed_prior_exact_audit_match,unit_square,unit_square/sqstab_exact_grid/coord_mutation/greedy_partial_lp_bitset,unit_square/sqstab_exact_grid/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter015820_b03c1c8f2142.json,docs/assets/main_81_24h_20260709_1623/postprocess/audit.csv#row=64,True,b03c1c8f21424f0ae2a72bb21b491f4b0a2292a18ab1672f070af02e65bfc05e,b03c1c8f21424f0ae2a72bb21b491f4b0a2292a18ab1672f070af02e65bfc05e,,True,1.3636363636363638,1.3636363636363638,1.3636363636363638,0.0,True,False,,True,True,64,matched_passed_old_audit_entry,old_81_matrix,
