row,status,problem,run_id,schema,certificate_path,certificate_exists,hash_ok,verify_ok,summary_hash_ok,summary_score_ok,error,summary_path
10,passed,guillotine,guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/certificates/best_iter000000_5868ee92d1ac.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/first_cut_obstruction/summary.json
11,passed,guillotine,guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/certificates/best_iter000000_852c555d4128.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/packing_resize/k_subset_nonseparability/summary.json
12,passed,guillotine,guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/certificates/best_iter000000_ac5a91744f44.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/depth_limited_dp/summary.json
13,passed,guillotine,guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/certificates/best_iter000000_478d3850c010.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/first_cut_obstruction/summary.json
14,passed,guillotine,guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/certificates/best_iter000000_c4f8c3934381.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/recursive_gadget_assembly/k_subset_nonseparability/summary.json
15,passed,guillotine,guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/certificates/best_iter001580_4e6051777469.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/depth_limited_dp/summary.json
16,passed,guillotine,guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/certificates/best_iter001105_53f6d314a262.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/first_cut_obstruction/summary.json
17,passed,guillotine,guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/certificates/best_iter001195_1c061f6596c3.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/recursive_obstruction_grammar/witness_breaking/k_subset_nonseparability/summary.json
18,passed,guillotine,guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/certificates/best_iter005215_257e8c909d28.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/depth_limited_dp/summary.json
19,passed,guillotine,guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/certificates/best_iter000775_fdceb76da717.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/first_cut_obstruction/summary.json
20,passed,guillotine,guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/certificates/best_iter000190_e1030ac25ccd.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/packing_resize/k_subset_nonseparability/summary.json
21,passed,guillotine,guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/certificates/best_iter002565_955605c64ead.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/depth_limited_dp/summary.json
22,passed,guillotine,guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/certificates/best_iter004715_436481c71788.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/first_cut_obstruction/summary.json
23,passed,guillotine,guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/certificates/best_iter000470_2d2db18a5cb6.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/recursive_gadget_assembly/k_subset_nonseparability/summary.json
24,passed,guillotine,guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/certificates/best_iter000015_21108b093f3b.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/depth_limited_dp/summary.json
25,passed,guillotine,guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/certificates/best_iter001675_cbefb8d268a0.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/first_cut_obstruction/summary.json
26,passed,guillotine,guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/budget86400/git20750a588a5b,guillotine_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/certificates/best_iter000110_e65a2eb2059c.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/guillotine/sequence_pair_packing/witness_breaking/k_subset_nonseparability/summary.json
27,passed,misr,misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter000700_591dd3ccd5ff.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/exact_lp_gap_pressure/summary.json
28,passed,misr,misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter009505_4ad6928cc821.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/graph_conflict_proxy/summary.json
29,passed,misr,misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000290_94235bd84fda.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/lp_dual_pivot/triangle_free_exact_gap_pressure/summary.json
30,passed,misr,misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter007335_e9efa2d5d0c3.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/exact_lp_gap_pressure/summary.json
31,passed,misr,misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000035_ac5e4e3dec17.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/graph_conflict_proxy/summary.json
32,passed,misr,misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000375_def3f2318598.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/program_coeff_pivot/triangle_free_exact_gap_pressure/summary.json
33,passed,misr,misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter000520_8b79760a5bc8.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/exact_lp_gap_pressure/summary.json
34,passed,misr,misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter000065_522018eeafc3.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/graph_conflict_proxy/summary.json
35,passed,misr,misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter011765_45a913b55f1e.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/endpoint_sequence_pair/sequence_pair_pivot/triangle_free_exact_gap_pressure/summary.json
36,passed,misr,misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter001325_45f56b70ab4b.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/exact_lp_gap_pressure/summary.json
37,passed,misr,misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter000210_76ad2bacfbd4.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/graph_conflict_proxy/summary.json
38,passed,misr,misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000265_d0e9d9fb46c8.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/lp_dual_pivot/triangle_free_exact_gap_pressure/summary.json
39,passed,misr,misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter000180_1f11d6277373.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/exact_lp_gap_pressure/summary.json
40,passed,misr,misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000455_f165e177826f.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/graph_conflict_proxy/summary.json
41,passed,misr,misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter002580_73ed607be397.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/program_coeff_pivot/triangle_free_exact_gap_pressure/summary.json
42,passed,misr,misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter001195_cd0a25d78d0a.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/exact_lp_gap_pressure/summary.json
43,passed,misr,misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter003490_96efc691b0cd.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/graph_conflict_proxy/summary.json
44,passed,misr,misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000790_a5c7fc011ab5.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/quadratic_program_rectangles/sequence_pair_pivot/triangle_free_exact_gap_pressure/summary.json
45,passed,misr,misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/certificates/best_iter000195_834db4026d83.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/exact_lp_gap_pressure/summary.json
46,passed,misr,misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/certificates/best_iter000005_fdc334cabd78.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/graph_conflict_proxy/summary.json
47,passed,misr,misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000060_923daab5ebd0.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/lp_dual_pivot/triangle_free_exact_gap_pressure/summary.json
48,passed,misr,misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/certificates/best_iter011165_85fa3b539739.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/exact_lp_gap_pressure/summary.json
49,passed,misr,misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/certificates/best_iter000120_be6219966e47.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/graph_conflict_proxy/summary.json
50,passed,misr,misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000365_810c33274db2.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/program_coeff_pivot/triangle_free_exact_gap_pressure/summary.json
51,passed,misr,misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/certificates/best_iter004345_c49fd89391eb.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/exact_lp_gap_pressure/summary.json
52,passed,misr,misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/certificates/best_iter000160_136daf798f8a.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/graph_conflict_proxy/summary.json
53,passed,misr,misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/budget86400/git20750a588a5b,misr_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/certificates/best_iter000540_1517e6a389b6.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/misr/triangle_free_rect/sequence_pair_pivot/triangle_free_exact_gap_pressure/summary.json
